sequence,repetition,duty_percent,body_bit_index,symbol_index,bit_in_symbol,target_bit,baseline_llr,baseline_bit,sensor_y_llr,sensor_y_bit,payload_bits
10,2,45.0,54,10,4,0,-8.770738021762646,0,-8.711176932745278,0,001111110011110100101001011110
10,2,45.0,55,11,0,1,3.8354828777822614,1,2.972872789419071,1,001111110011110100101001011110
10,2,45.0,56,11,1,1,3.670884786982387,1,2.782105180691472,1,001111110011110100101001011110
10,2,45.0,57,11,2,0,-11.828654582855844,0,-10.11886091092621,0,001111110011110100101001011110
10,2,45.0,58,11,3,1,6.709327871318321,1,6.605141604132057,1,001111110011110100101001011110
10,2,45.0,59,11,4,0,-3.463774510753645,0,-3.044161611473558,0,001111110011110100101001011110
10,2,45.0,60,12,0,0,-3.103503217798247,0,-3.132519704961714,0,001111110011110100101001011110
10,2,45.0,61,12,1,1,-0.11736124302225082,0,0.00912924330646514,1,001111110011110100101001011110
10,2,45.0,62,12,2,1,10.996753481242742,1,11.05033256774413,1,001111110011110100101001011110
10,2,45.0,63,12,3,0,-0.9911862616882026,0,-0.4625492418651018,0,001111110011110100101001011110
10,2,45.0,64,12,4,1,5.48129398407796,1,4.050198446861405,1,001111110011110100101001011110
10,2,45.0,65,13,0,1,8.678894107574784,1,5.241930080035791,1,001111110011110100101001011110
10,2,45.0,66,13,1,1,-2.300245038037953,0,-2.2060280921753677,0,001111110011110100101001011110
10,2,45.0,67,13,2,1,-4.252899191306213,0,-4.6950185048622,0,001111110011110100101001011110
10,2,45.0,68,13,3,1,-3.6696701343842824,0,-3.963144949449302,0,001111110011110100101001011110
10,2,45.0,69,13,4,1,-2.820578790292381,0,-2.816743822236085,0,001111110011110100101001011110
10,2,45.0,70,14,0,0,-4.328725150948921,0,-4.407331028917524,0,001111110011110100101001011110
10,2,45.0,71,14,1,1,-1.7064530468678252,0,-2.949680250555499,0,001111110011110100101001011110
10,2,45.0,72,14,2,1,2.8153609128951103,1,3.01313108991503,1,001111110011110100101001011110
10,2,45.0,73,14,3,1,6.869343704418072,1,6.224487907272477,1,001111110011110100101001011110
10,2,45.0,74,14,4,1,1.1729992717879234,1,0.14370982265650956,1,001111110011110100101001011110
10,2,45.0,75,15,0,0,-2.054073595788946,0,-2.905932172711824,0,001111110011110100101001011110
10,2,45.0,76,15,1,1,0.966869711286565,1,0.7844066159182356,1,001111110011110100101001011110
10,2,45.0,77,15,2,1,6.388812858384545,1,7.477409459449676,1,001111110011110100101001011110
10,2,45.0,78,15,3,1,-0.7994881458228682,0,0.2757126651029891,1,001111110011110100101001011110
10,2,45.0,79,15,4,1,6.902996383913262,1,5.932389995709127,1,001111110011110100101001011110
10,2,45.0,80,16,0,0,-4.785865943505821,0,-2.267872278102753,0,001111110011110100101001011110
10,2,45.0,81,16,1,0,-7.017703477459382,0,-6.286324650411473,0,001111110011110100101001011110
10,2,45.0,82,16,2,1,5.227438122780548,1,6.144844127463514,1,001111110011110100101001011110
10,2,45.0,83,16,3,0,-3.0267372208932666,0,-2.6626393685907273,0,001111110011110100101001011110
10,2,45.0,84,16,4,1,11.472730636016289,1,10.306402753694162,1,001111110011110100101001011110
10,2,45.0,85,17,0,0,0.3372313592637477,1,1.2113337446774697,1,001111110011110100101001011110
10,2,45.0,86,17,1,0,-10.169605890559023,0,-8.65093642348733,0,001111110011110100101001011110
10,2,45.0,87,17,2,0,-1.782317893578309,0,-1.9185544376126733,0,001111110011110100101001011110
10,2,45.0,88,17,3,1,3.098116665346558,1,3.066188162347215,1,001111110011110100101001011110
10,2,45.0,89,17,4,1,0.38127648331971065,1,0.9864174120726834,1,001111110011110100101001011110
