sequence,repetition,duty_percent,body_bit_index,symbol_index,bit_in_symbol,target_bit,baseline_llr,baseline_bit,sensor_y_llr,sensor_y_bit,payload_bits
39,5,50.0,79,15,4,1,4.0951158930436025,1,2.905189127270814,1,100110101110100100011000100010
39,5,50.0,80,16,0,1,0.5513856191886385,1,1.4521104560830502,1,100110101110100100011000100010
39,5,50.0,81,16,1,0,-2.6423573513376724,0,-2.426564534420641,0,100110101110100100011000100010
39,5,50.0,82,16,2,0,-4.935801378454062,0,-2.785207740140814,0,100110101110100100011000100010
39,5,50.0,83,16,3,1,5.595658791102295,1,3.9667194942328057,1,100110101110100100011000100010
39,5,50.0,84,16,4,0,-5.516212808223779,0,-4.926255000376437,0,100110101110100100011000100010
39,5,50.0,85,17,0,0,-4.925870126084108,0,-3.5712975389553945,0,100110101110100100011000100010
39,5,50.0,86,17,1,1,4.187544647246648,1,3.0098160611868714,1,100110101110100100011000100010
39,5,50.0,87,17,2,0,-2.6351861098981346,0,0.7007656560009268,1,100110101110100100011000100010
39,5,50.0,88,17,3,0,-2.2035032248148845,0,-0.6551130233178349,0,100110101110100100011000100010
39,5,50.0,89,17,4,1,3.218102365582417,1,3.7516882204797075,1,100110101110100100011000100010
